Dimension-x,Dimension-y,labels
0.706694,0.486304,7.000000
0.778629,0.826252,8.000000
0.560161,0.894705,9.000000
0.966895,0.792659,10.000000
0.190284,0.861520,1.000000
0.013964,0.704347,2.000000
0.230939,0.344695,3.000000
0.212295,0.098552,4.000000
0.495654,0.358767,5.000000
0.678424,0.356179,6.000000
0.627186,0.459167,7.000000
0.727956,0.764680,8.000000
0.660014,0.825175,9.000000
0.979853,0.813117,10.000000
0.315157,0.805921,1.000000
0.155912,0.691488,2.000000
0.107528,0.342950,3.000000
0.180493,0.080016,4.000000
0.377248,0.320057,5.000000
0.617943,0.383580,6.000000
0.704965,0.449125,7.000000
0.850656,0.828647,8.000000
0.583898,0.923501,9.000000
0.946374,0.851598,10.000000
0.299697,0.801772,1.000000
0.152625,0.782630,2.000000
0.115302,0.190607,3.000000
0.104740,0.169864,4.000000
0.519899,0.240241,5.000000
0.597826,0.298090,6.000000
0.704216,0.521572,7.000000
0.741541,0.746826,8.000000
0.638050,0.937698,9.000000
0.970449,0.878372,10.000000
0.324312,0.769907,1.000000
0.102677,0.679644,2.000000
0.164803,0.236555,3.000000
0.211899,0.060200,4.000000
0.484800,0.241155,5.000000
0.663649,0.321838,6.000000
0.659704,0.458450,7.000000
0.794434,0.805231,8.000000
0.607253,0.912555,9.000000
0.854675,0.810907,10.000000
0.201321,0.755797,1.000000
0.149377,0.693548,2.000000
0.117799,0.220873,3.000000
0.194907,0.100570,4.000000
0.547550,0.278359,5.000000
0.615960,0.339456,6.000000
0.659019,0.487266,7.000000
0.714024,0.748969,8.000000
0.683753,0.920051,9.000000
0.860250,0.856268,10.000000
0.251938,0.757970,1.000000
0.168118,0.688161,2.000000
0.173584,0.197320,3.000000
0.118990,0.026408,4.000000
0.425371,0.193113,5.000000
0.596132,0.380530,6.000000
0.628018,0.580835,7.000000
0.706517,0.716751,8.000000
0.675896,0.890902,9.000000
0.925750,0.858603,10.000000
0.191501,0.802741,1.000000
0.079601,0.793478,2.000000
0.080670,0.200272,3.000000
0.185999,0.130698,4.000000
0.510486,0.266632,5.000000
0.672089,0.359258,6.000000
0.653473,0.425905,7.000000
0.755594,0.769199,8.000000
0.591683,0.887746,9.000000
0.861697,0.842368,10.000000
0.187996,0.826811,1.000000
0.024995,0.745238,2.000000
0.168378,0.297729,3.000000
0.223380,0.127631,4.000000
0.474685,0.243326,5.000000
0.573084,0.290642,6.000000
0.743600,0.483739,7.000000
0.753804,0.740089,8.000000
0.639138,0.942179,9.000000
0.838449,0.878527,10.000000
0.247653,0.881752,1.000000
0.112304,0.708987,2.000000
0.138574,0.288015,3.000000
0.227974,0.172364,4.000000
0.405031,0.222059,5.000000
0.625269,0.377466,6.000000
0.617280,0.460490,7.000000
0.831947,0.798966,8.000000
0.611522,0.993085,9.000000
0.913990,0.815791,10.000000
0.197188,0.733054,1.000000
0.045793,0.667535,2.000000
0.098866,0.338533,3.000000
0.234089,0.111624,4.000000
0.436576,0.277960,5.000000
0.637905,0.350063,6.000000
0.640111,0.507691,7.000000
0.748566,0.731820,8.000000
0.614976,0.950666,9.000000
0.960844,0.811301,10.000000
0.249464,0.748402,1.000000
0.065072,0.688193,2.000000
0.148922,0.324330,3.000000
0.172869,0.119048,4.000000
0.482879,0.280185,5.000000
0.678078,0.388060,6.000000
0.701864,0.563233,7.000000
0.799912,0.748463,8.000000
0.587941,0.897338,9.000000
0.862993,0.876085,10.000000
0.224977,0.787196,1.000000
0.163097,0.681304,2.000000
0.138014,0.309046,3.000000
0.240778,0.055015,4.000000
0.548158,0.235955,5.000000
0.656959,0.361372,6.000000
0.606403,0.461118,7.000000
0.800313,0.765310,8.000000
0.674764,0.860410,9.000000
0.967492,0.780282,10.000000
0.249419,0.853096,1.000000
0.078317,0.673041,2.000000
0.187414,0.248609,3.000000
0.161997,0.091470,4.000000
0.494340,0.256844,5.000000
0.659142,0.375087,6.000000
0.642434,0.543759,7.000000
0.784136,0.818069,8.000000
0.683104,0.923056,9.000000
0.868666,0.866863,10.000000
0.322795,0.769210,1.000000
0.039314,0.781953,2.000000
0.207179,0.195476,3.000000
0.113904,0.035754,4.000000
0.517326,0.215689,5.000000
0.656676,0.308312,6.000000
0.629284,0.490604,7.000000
0.716357,0.801109,8.000000
0.691071,0.942724,9.000000
0.892501,0.787463,10.000000
0.314777,0.881961,1.000000
0.056548,0.705460,2.000000
0.200339,0.275357,3.000000
0.070803,0.153847,4.000000
0.420976,0.300581,5.000000
0.647099,0.255758,6.000000
0.697658,0.447855,7.000000
0.737762,0.812859,8.000000
0.546355,0.857785,9.000000
0.802843,0.772760,10.000000
0.298753,0.850354,1.000000
0.105069,0.726629,2.000000
0.117948,0.230761,3.000000
0.231413,0.096131,4.000000
0.491480,0.280405,5.000000
0.648541,0.316466,6.000000
0.643194,0.524219,7.000000
0.741458,0.812516,8.000000
0.651619,0.949708,9.000000
0.966514,0.870396,10.000000
0.319538,0.835914,1.000000
0.077039,0.677733,2.000000
0.205555,0.289927,3.000000
0.162067,0.082716,4.000000
0.538618,0.243873,5.000000
0.612754,0.309438,6.000000
0.646090,0.553382,7.000000
0.750655,0.750615,8.000000
0.645333,0.927958,9.000000
0.887397,0.819172,10.000000
0.216862,0.751174,1.000000
0.131344,0.730158,2.000000
0.119618,0.286335,3.000000
0.195224,0.155228,4.000000
0.471174,0.240780,5.000000
0.654694,0.353127,6.000000
0.709747,0.490536,7.000000
0.805204,0.752478,8.000000
0.600856,0.965443,9.000000
0.935182,0.897445,10.000000
0.209104,0.850997,1.000000
0.102849,0.765120,2.000000
0.128301,0.270508,3.000000
0.243295,0.065400,4.000000
0.533853,0.327945,5.000000
0.674328,0.350357,6.000000
0.697710,0.575218,7.000000
0.827993,0.806827,8.000000
0.606654,0.911686,9.000000
0.969301,0.864438,10.000000
0.207391,0.743539,1.000000
0.132909,0.728077,2.000000
0.125167,0.266172,3.000000
0.139424,0.119276,4.000000
0.514565,0.334219,5.000000
0.686560,0.342141,6.000000
0.708423,0.459671,7.000000
0.771866,0.762952,8.000000
0.606957,0.901550,9.000000
0.864410,0.824255,10.000000
0.314002,0.805837,1.000000
0.062381,0.778408,2.000000
0.132311,0.263465,3.000000
0.216791,0.143123,4.000000
0.522742,0.258191,5.000000
0.673238,0.398078,6.000000
0.690320,0.567554,7.000000
0.782226,0.805266,8.000000
0.618094,0.958971,9.000000
0.967567,0.789692,10.000000
0.238932,0.793857,1.000000
0.058558,0.704875,2.000000
0.179913,0.333594,3.000000
0.152427,0.058530,4.000000
0.476275,0.284526,5.000000
0.641660,0.426331,6.000000
0.661668,0.529321,7.000000
0.778010,0.745293,8.000000
0.609597,0.913385,9.000000
0.922476,0.863679,10.000000
0.317778,0.786472,1.000000
0.092214,0.742932,2.000000
0.099642,0.315947,3.000000
0.126013,0.054042,4.000000
0.512571,0.261288,5.000000
0.692689,0.390239,6.000000
0.675373,0.483853,7.000000
0.812454,0.769355,8.000000
0.564101,0.937067,9.000000
0.872977,0.799462,10.000000
0.220055,0.777579,1.000000
0.096577,0.791858,2.000000
0.142107,0.206021,3.000000
0.224097,0.144377,4.000000
0.440854,0.332756,5.000000
0.604574,0.313858,6.000000
0.644859,0.516809,7.000000
0.763933,0.833536,8.000000
0.657899,0.900321,9.000000
0.899172,0.874699,10.000000
0.223945,0.857901,1.000000
0.105394,0.736880,2.000000
0.107304,0.261249,3.000000
0.184886,0.166814,4.000000
0.448446,0.220774,5.000000
0.637669,0.343187,6.000000
0.729595,0.470627,7.000000
0.802719,0.819059,8.000000
0.588278,0.881084,9.000000
0.870274,0.833273,10.000000
0.302777,0.856359,1.000000
0.161251,0.694882,2.000000
0.203218,0.287779,3.000000
0.120995,0.137563,4.000000
0.459979,0.323072,5.000000
0.673247,0.326454,6.000000
0.646738,0.467927,7.000000
0.715679,0.808740,8.000000
0.663715,0.826304,9.000000
0.864149,0.788089,10.000000
0.267972,0.789908,1.000000
0.120458,0.750643,2.000000
0.103348,0.290813,3.000000
0.167192,0.099678,4.000000
0.534906,0.296460,5.000000
0.622789,0.408197,6.000000
0.654217,0.544999,7.000000
0.787802,0.837603,8.000000
0.679938,0.863210,9.000000
0.890569,0.901226,10.000000
0.267099,0.755432,1.000000
0.146540,0.720106,2.000000
0.227949,0.255818,3.000000
0.116338,0.078479,4.000000
0.498156,0.190210,5.000000
0.644218,0.280055,6.000000
0.745660,0.501310,7.000000
0.817049,0.845803,8.000000
0.696741,0.849692,9.000000
0.923088,0.783090,10.000000
0.316210,0.711537,1.000000
0.135164,0.755010,2.000000
0.184932,0.182868,3.000000
0.185269,0.144405,4.000000
0.543673,0.319795,5.000000
0.693437,0.449266,6.000000
0.717719,0.421583,7.000000
0.726637,0.717231,8.000000
0.568749,0.870445,9.000000
0.828983,0.862509,10.000000
0.246669,0.842098,1.000000
0.000053,0.781965,2.000000
0.236086,0.165064,3.000000
0.120139,0.005154,4.000000
0.519498,0.301374,5.000000
0.557640,0.362960,6.000000
0.707333,0.426258,7.000000
0.757304,0.767295,8.000000
0.625692,0.812612,9.000000
0.974318,0.856664,10.000000
0.220617,0.850648,1.000000
0.059461,0.767330,2.000000
0.206585,0.312314,3.000000
0.201018,0.121553,4.000000
0.511933,0.297636,5.000000
0.565716,0.340467,6.000000
0.693779,0.504284,7.000000
0.784908,0.780190,8.000000
0.640145,0.881336,9.000000
0.867629,0.855588,10.000000
0.243195,0.786515,1.000000
0.123808,0.663343,2.000000
0.232778,0.341790,3.000000
0.116159,0.134052,4.000000
0.429236,0.312958,5.000000
0.523438,0.386803,6.000000
0.716290,0.518256,7.000000
0.851087,0.726130,8.000000
0.600572,0.902304,9.000000
0.998077,0.840676,10.000000
0.332931,0.721208,1.000000
0.000093,0.674795,2.000000
0.047933,0.313426,3.000000
0.164799,0.132664,4.000000
0.565507,0.176003,5.000000
0.638043,0.391970,6.000000
0.768602,0.557115,7.000000
0.851495,0.732514,8.000000
0.700660,0.802201,9.000000
0.960862,0.909942,10.000000
0.347745,0.696039,1.000000
0.019850,0.648761,2.000000
0.062767,0.289424,3.000000
0.069402,0.000770,4.000000
0.395292,0.234103,5.000000
0.574968,0.283230,6.000000
0.643995,0.500792,7.000000
0.727494,0.774994,8.000000
0.612847,0.977537,9.000000
0.943363,0.797055,10.000000
0.268176,0.807998,1.000000
0.174982,0.771619,2.000000
0.160913,0.240007,3.000000
0.220906,0.141303,4.000000
0.489251,0.263460,5.000000
0.634645,0.423541,6.000000
0.696676,0.558538,7.000000
0.838308,0.735928,8.000000
0.562453,0.842374,9.000000
0.895455,0.808765,10.000000
0.214280,0.765921,1.000000
0.128954,0.672186,2.000000
0.107355,0.345093,3.000000
0.205632,0.167637,4.000000
0.517785,0.289687,5.000000
0.633791,0.350557,6.000000
0.681830,0.575443,7.000000
0.809788,0.845709,8.000000
0.634674,0.964381,9.000000
0.963204,0.841758,10.000000
0.177583,0.790596,1.000000
0.149027,0.791395,2.000000
0.085049,0.252830,3.000000
0.105186,0.042353,4.000000
0.519970,0.342087,5.000000
0.580910,0.418128,6.000000
0.672641,0.433705,7.000000
0.850804,0.773829,8.000000
0.675951,0.880887,9.000000
0.912212,0.836654,10.000000
0.269034,0.835220,1.000000
0.057273,0.752452,2.000000
0.197665,0.312251,3.000000
0.170930,0.081068,4.000000
0.482214,0.306896,5.000000
0.639923,0.311205,6.000000
0.717223,0.549082,7.000000
0.724471,0.822581,8.000000
0.618880,0.883867,9.000000
0.971183,0.820861,10.000000
0.257133,0.802427,1.000000
0.091518,0.693507,2.000000
0.086186,0.260463,3.000000
0.254639,0.072274,4.000000
0.434378,0.196686,5.000000
0.625921,0.352806,6.000000
0.714486,0.577578,7.000000
0.730128,0.721792,8.000000
0.570012,0.827501,9.000000
0.922104,0.795608,10.000000
0.213437,0.752293,1.000000
0.056363,0.734990,2.000000
0.169586,0.337495,3.000000
0.164023,0.171681,4.000000
0.496956,0.299856,5.000000
0.562168,0.302887,6.000000
0.746390,0.484352,7.000000
0.743855,0.842807,8.000000
0.601570,0.896363,9.000000
0.978154,0.846432,10.000000
0.308786,0.800904,1.000000
0.132997,0.792456,2.000000
0.156205,0.258317,3.000000
0.128393,0.097658,4.000000
0.506109,0.217165,5.000000
0.670336,0.305392,6.000000
0.686612,0.517602,7.000000
0.774700,0.823568,8.000000
0.589498,0.854042,9.000000
0.848086,0.879578,10.000000
0.256343,0.864682,1.000000
0.075220,0.750508,2.000000
0.133279,0.312460,3.000000
0.122483,0.052768,4.000000
0.422382,0.256070,5.000000
0.637242,0.309658,6.000000
0.748895,0.558366,7.000000
0.834956,0.843899,8.000000
0.587220,0.886290,9.000000
0.852765,0.815081,10.000000
0.246633,0.859416,1.000000
0.125726,0.763261,2.000000
0.145998,0.198635,3.000000
0.138864,0.092377,4.000000
0.467990,0.317923,5.000000
0.544563,0.405038,6.000000
0.670625,0.504856,7.000000
0.788641,0.729548,8.000000
0.542593,0.860265,9.000000
0.912257,0.919234,10.000000
0.289380,0.778703,1.000000
0.150090,0.707530,2.000000
0.151394,0.285237,3.000000
0.191379,0.118726,4.000000
0.494937,0.239864,5.000000
0.636121,0.389804,6.000000
0.634652,0.457066,7.000000
0.777774,0.748078,8.000000
0.664062,0.897865,9.000000
0.855147,0.786178,10.000000
0.276009,0.792661,1.000000
0.059769,0.751595,2.000000
0.143934,0.278444,3.000000
0.184708,0.103054,4.000000
0.422655,0.303704,5.000000
0.595386,0.305093,6.000000
0.717585,0.479728,7.000000
0.773320,0.820844,8.000000
0.690938,0.963724,9.000000
0.969063,0.908814,10.000000
0.225194,0.866804,1.000000
0.135343,0.758459,2.000000
0.186652,0.223700,3.000000
0.185068,0.147233,4.000000
0.459362,0.323281,5.000000
0.647397,0.357875,6.000000
0.726565,0.503357,7.000000
0.780917,0.856577,8.000000
0.586981,0.961622,9.000000
0.935110,0.811149,10.000000
0.281928,0.804477,1.000000
0.163133,0.693349,2.000000
0.100650,0.301253,3.000000
0.213701,0.069751,4.000000
0.508616,0.271546,5.000000
0.616960,0.365453,6.000000
0.700790,0.482329,7.000000
0.779947,0.755163,8.000000
0.617548,0.864733,9.000000
0.950970,0.865103,10.000000
0.298673,0.738733,1.000000
0.046397,0.750039,2.000000
0.159738,0.235003,3.000000
0.122941,0.095997,4.000000
0.409647,0.293227,5.000000
0.594194,0.317270,6.000000
0.724133,0.554756,7.000000
0.792633,0.755841,8.000000
0.622405,0.881838,9.000000
0.911429,0.817562,10.000000
0.245916,0.782994,1.000000
0.100311,0.660134,2.000000
0.119668,0.324176,3.000000
0.179732,0.128548,4.000000
0.416116,0.229607,5.000000
0.560280,0.298547,6.000000
0.733361,0.582320,7.000000
0.778121,0.809743,8.000000
0.577219,0.939827,9.000000
0.893293,0.846918,10.000000
0.267651,0.768368,1.000000
0.118222,0.689603,2.000000
0.203105,0.230316,3.000000
0.140999,0.172192,4.000000
0.524289,0.315417,5.000000
0.659537,0.360111,6.000000
0.656894,0.475998,7.000000
0.696967,0.797740,8.000000
0.549157,0.951179,9.000000
0.857912,0.837213,10.000000
0.220667,0.837060,1.000000
0.070928,0.624436,2.000000
0.106047,0.283681,3.000000
0.158782,0.001521,4.000000
0.427601,0.312910,5.000000
0.651380,0.426323,6.000000
0.664050,0.513186,7.000000
0.731346,0.841960,8.000000
0.644490,0.824972,9.000000
0.887201,0.909333,10.000000
0.235150,0.751682,1.000000
0.173755,0.660554,2.000000
0.177432,0.329208,3.000000
0.176968,0.058891,4.000000
0.493794,0.301130,5.000000
0.624152,0.301836,6.000000
0.626907,0.445010,7.000000
0.748223,0.764912,8.000000
0.691525,0.900955,9.000000
0.882586,0.908996,10.000000
0.233764,0.810628,1.000000
0.098112,0.685795,2.000000
0.134155,0.330449,3.000000
0.233146,0.162421,4.000000
0.542566,0.276670,5.000000
0.599886,0.391255,6.000000
0.737244,0.550139,7.000000
0.833903,0.834701,8.000000
0.641712,0.941326,9.000000
0.953054,0.897368,10.000000
0.206968,0.750078,1.000000
0.091772,0.725977,2.000000
0.205319,0.278206,3.000000
0.175127,0.067744,4.000000
0.482887,0.242619,5.000000
0.630835,0.395720,6.000000
0.721081,0.557055,7.000000
0.748270,0.785419,8.000000
0.574530,0.922742,9.000000
0.884106,0.875388,10.000000
0.321250,0.858579,1.000000
0.108583,0.768788,2.000000
0.184447,0.243534,3.000000
0.173925,0.096656,4.000000
0.443020,0.331018,5.000000
0.580031,0.325803,6.000000
0.698804,0.503228,7.000000
0.795435,0.856503,8.000000
0.578454,0.971095,9.000000
0.958910,0.896788,10.000000
0.262370,0.873531,1.000000
0.055637,0.701413,2.000000
0.090010,0.235248,3.000000
0.143425,0.067178,4.000000
0.498563,0.296134,5.000000
0.556399,0.365254,6.000000
0.625124,0.547559,7.000000
0.824399,0.789132,8.000000
0.644014,0.961910,9.000000
0.960271,0.810129,10.000000
0.236660,0.824006,1.000000
0.103305,0.774576,2.000000
0.080859,0.200701,3.000000
0.202772,0.034818,4.000000
0.522685,0.341002,5.000000
0.584463,0.280102,6.000000
0.718685,0.475822,7.000000
0.753195,0.747968,8.000000
0.595380,0.859595,9.000000
0.922654,0.891735,10.000000
0.175872,0.771283,1.000000
0.053852,0.741368,2.000000
0.172203,0.216100,3.000000
0.184742,0.056165,4.000000
0.520847,0.272592,5.000000
0.664512,0.379988,6.000000
0.694137,0.580244,7.000000
0.808270,0.783118,8.000000
0.630428,0.909727,9.000000
0.920829,0.847415,10.000000
0.308977,0.822173,1.000000
0.166477,0.785893,2.000000
0.140957,0.241274,3.000000
0.190508,0.060303,4.000000
0.426891,0.334682,5.000000
0.589145,0.394503,6.000000
0.733636,0.489849,7.000000
0.838514,0.839087,8.000000
0.580222,0.913640,9.000000
0.912277,0.798868,10.000000
0.228913,0.792634,1.000000
0.067379,0.704623,2.000000
0.190839,0.318630,3.000000
0.096900,0.046521,4.000000
0.504221,0.349219,5.000000
0.622749,0.333378,6.000000
0.687488,0.531345,7.000000
0.836429,0.729836,8.000000
0.645887,0.871116,9.000000
0.903836,0.876273,10.000000
0.266302,0.850862,1.000000
0.148798,0.731762,2.000000
0.139006,0.269760,3.000000
0.160062,0.080709,4.000000
0.501027,0.285336,5.000000
0.560312,0.379866,6.000000
0.663198,0.486206,7.000000
0.737551,0.810713,8.000000
0.680293,0.868492,9.000000
0.934417,0.819681,10.000000
0.214233,0.741488,1.000000
0.061145,0.779163,2.000000
0.105941,0.333090,3.000000
0.177257,0.049902,4.000000
0.475605,0.278284,5.000000
0.610375,0.375570,6.000000
0.687835,0.462806,7.000000
0.712791,0.848302,8.000000
0.652198,0.918358,9.000000
0.844860,0.846893,10.000000
0.208481,0.738342,1.000000
0.049429,0.692565,2.000000
0.111650,0.226914,3.000000
0.196943,0.140179,4.000000
0.512946,0.253886,5.000000
0.662192,0.369859,6.000000
0.728704,0.485895,7.000000
0.821250,0.817474,8.000000
0.676376,0.840763,9.000000
0.928625,0.808540,10.000000
0.270140,0.744970,1.000000
0.042766,0.714792,2.000000
0.221458,0.322704,3.000000
0.144574,0.060800,4.000000
0.451300,0.266204,5.000000
0.691070,0.357834,6.000000
0.604818,0.584053,7.000000
0.821769,0.801665,8.000000
0.593783,0.984787,9.000000
0.936549,0.891502,10.000000
0.292928,0.765852,1.000000
0.130371,0.764302,2.000000
0.109279,0.308771,3.000000
0.146285,0.096155,4.000000
0.467436,0.335396,5.000000
0.685470,0.338132,6.000000
0.733076,0.537419,7.000000
0.823974,0.750170,8.000000
0.610336,0.925401,9.000000
0.892228,0.834834,10.000000
0.298247,0.863643,1.000000
0.104691,0.760720,2.000000
0.144142,0.278967,3.000000
0.150954,0.032109,4.000000
0.498769,0.306145,5.000000
0.583775,0.331592,6.000000
0.593715,0.562755,7.000000
0.711881,0.759139,8.000000
0.622266,0.827415,9.000000
0.860311,0.843426,10.000000
0.199079,0.836343,1.000000
0.148419,0.749814,2.000000
0.087403,0.255277,3.000000
0.234630,0.152983,4.000000
0.539148,0.295714,5.000000
0.574449,0.383079,6.000000
0.691055,0.444597,7.000000
0.721848,0.723249,8.000000
0.628804,0.931416,9.000000
0.868291,0.855089,10.000000
0.263414,0.870859,1.000000
